Субъект,Код ОКПД-2,Округ,Месяц,Год,Значение
Чувашская Республика,23.52.10.120,ПФО,4,2021,0.7
Архангельская область,23.52.10.120,СЗФО,4,2021,0.0
Вологодская область,23.52.10.120,СЗФО,4,2021,
Калининградская область,23.52.10.120,СЗФО,4,2021,0.0
Ленинградская область,23.52.10.120,СЗФО,4,2021,0.0
Мурманская область,23.52.10.120,СЗФО,4,2021,0.0
Новгородская область,23.52.10.120,СЗФО,4,2021,1.079
Псковская область,23.52.10.120,СЗФО,4,2021,0.0
Республика Карелия,23.52.10.120,СЗФО,4,2021,0.0
Республика Коми,23.52.10.120,СЗФО,4,2021,0.0
Санкт-Петербург,23.52.10.120,СЗФО,4,2021,
Кабардино-Балкарская Республика,23.52.10.120,СКФО,4,2021,0.0
Карачаево-Черкесская Республика,23.52.10.120,СКФО,4,2021,
Республика Дагестан,23.52.10.120,СКФО,4,2021,1.071
Республика Ингушетия,23.52.10.120,СКФО,4,2021,0.0
Республика Северная Осетия-Алания,23.52.10.120,СКФО,4,2021,0.0
Ставропольский край,23.52.10.120,СКФО,4,2021,0.0
Чеченская Республика,23.52.10.120,СКФО,4,2021,
Алтайский край,23.52.10.120,СФО,4,2021,0.1
Забайкальский край,23.52.10.120,ДВФО,4,2021,0.0
Иркутская область,23.52.10.120,СФО,4,2021,
Кемеровская область,23.52.10.120,СФО,4,2021,
Красноярский край,23.52.10.120,СФО,4,2021,0.1
Новосибирская область,23.52.10.120,СФО,4,2021,1.4
Омская область,23.52.10.120,СФО,4,2021,0.0
Республика Алтай,23.52.10.120,СФО,4,2021,0.0
Республика Бурятия,23.52.10.120,ДВФО,4,2021,
Республика Тыва,23.52.10.120,СФО,4,2021,0.0
Республика Хакасия,23.52.10.120,СФО,4,2021,0.0
Томская область,23.52.10.120,СФО,4,2021,0.0
Курганская область,23.52.10.120,УФО,4,2021,0.008
Свердловская область,23.52.10.120,УФО,4,2021,1.55
Тюменская область,23.52.10.120,УФО,4,2021,0.0
Челябинская область,23.52.10.120,УФО,4,2021,1.8
Белгородская область,23.52.10.120,ЦФО,4,2021,2.72
Брянская область,23.52.10.120,ЦФО,4,2021,0.0
Владимирская область,23.52.10.120,ЦФО,4,2021,2.9
Воронежская область,23.52.10.120,ЦФО,4,2021,3.3
Ивановская область,23.52.10.120,ЦФО,4,2021,0.0
Калужская область,23.52.10.120,ЦФО,4,2021,1.9
Костромская область,23.52.10.120,ЦФО,4,2021,0.0
Курская область,23.52.10.120,ЦФО,4,2021,0.0
Липецкая область,23.52.10.120,ЦФО,4,2021,0.1
Москва,23.52.10.120,ЦФО,4,2021,0.0
Московская область,23.52.10.120,ЦФО,4,2021,0.0
Орловская область,23.52.10.120,ЦФО,4,2021,
Рязанская область,23.52.10.120,ЦФО,4,2021,0.0
Смоленская область,23.52.10.120,ЦФО,4,2021,0.0
Тамбовская область,23.52.10.120,ЦФО,4,2021,0.0
Тверская область,23.52.10.120,ЦФО,4,2021,
Тульская область,23.52.10.120,ЦФО,4,2021,0.0
Ярославская область,23.52.10.120,ЦФО,4,2021,0.0
Астраханская область,23.52.10.120,ЮФО,4,2021,0.0
Волгоградская область,23.52.10.120,ЮФО,4,2021,0.0
Краснодарский край,23.52.10.120,ЮФО,4,2021,0.067
Республика Адыгея,23.52.10.120,ЮФО,4,2021,0.0
Республика Калмыкия,23.52.10.120,ЮФО,4,2021,0.0
Республика Крым,23.52.10.120,ЮФО,4,2021,0.04
Ростовская область,23.52.10.120,ЮФО,4,2021,0.04
Севастополь,23.52.10.120,ЮФО,4,2021,0.0
Амурская область,23.52.10.130,ДВФО,4,2021,0.0
Еврейская автономная область,23.52.10.130,ДВФО,4,2021,0.0
Камчатский край,23.52.10.130,ДВФО,4,2021,0.0
Магаданская область,23.52.10.130,ДВФО,4,2021,0.0
Приморский край,23.52.10.130,ДВФО,4,2021,
Республика Саха (Якутия),23.52.10.130,ДВФО,4,2021,0.0
Сахалинская область,23.52.10.130,ДВФО,4,2021,0.0
Хабаровский край,23.52.10.130,ДВФО,4,2021,3.8
Кировская область,23.52.10.130,ПФО,4,2021,0.0
Нижегородская область,23.52.10.130,ПФО,4,2021,2.0
Оренбургская область,23.52.10.130,ПФО,4,2021,
Пензенская область,23.52.10.130,ПФО,4,2021,0.9
Пермский край,23.52.10.130,ПФО,4,2021,40.6
Республика Башкортостан,23.52.10.130,ПФО,4,2021,
Республика Марий Эл,23.52.10.130,ПФО,4,2021,
Республика Мордовия,23.52.10.130,ПФО,4,2021,
Республика Татарстан,23.52.10.130,ПФО,4,2021,3.125
Самарская область,23.52.10.130,ПФО,4,2021,
Саратовская область,23.52.10.130,ПФО,4,2021,0.0
Удмуртская Республика,23.52.10.130,ПФО,4,2021,1.366
Ульяновская область,23.52.10.130,ПФО,4,2021,4.6
Чувашская Республика,23.52.10.130,ПФО,4,2021,
Архангельская область,23.52.10.130,СЗФО,4,2021,
Вологодская область,23.52.10.130,СЗФО,4,2021,42.5
Калининградская область,23.52.10.130,СЗФО,4,2021,0.0
Ленинградская область,23.52.10.130,СЗФО,4,2021,6.0
Мурманская область,23.52.10.130,СЗФО,4,2021,0.0
Новгородская область,23.52.10.130,СЗФО,4,2021,0.0
Псковская область,23.52.10.130,СЗФО,4,2021,0.0
Республика Карелия,23.52.10.130,СЗФО,4,2021,0.0
Республика Коми,23.52.10.130,СЗФО,4,2021,
Санкт-Петербург,23.52.10.130,СЗФО,4,2021,0.0
Кабардино-Балкарская Республика,23.52.10.130,СКФО,4,2021,0.0
Карачаево-Черкесская Республика,23.52.10.130,СКФО,4,2021,
Республика Дагестан,23.52.10.130,СКФО,4,2021,0.0
Республика Ингушетия,23.52.10.130,СКФО,4,2021,0.0
Республика Северная Осетия-Алания,23.52.10.130,СКФО,4,2021,0.0
Ставропольский край,23.52.10.130,СКФО,4,2021,0.0
Чеченская Республика,23.52.10.130,СКФО,4,2021,0.0
Алтайский край,23.52.10.130,СФО,4,2021,
Забайкальский край,23.52.10.130,ДВФО,4,2021,0.0
Иркутская область,23.52.10.130,СФО,4,2021,0.0
Кемеровская область,23.52.10.130,СФО,4,2021,
Красноярский край,23.52.10.130,СФО,4,2021,
Новосибирская область,23.52.10.130,СФО,4,2021,0.0
Омская область,23.52.10.130,СФО,4,2021,0.0
Республика Алтай,23.52.10.130,СФО,4,2021,0.0
Республика Бурятия,23.52.10.130,ДВФО,4,2021,0.0
Республика Тыва,23.52.10.130,СФО,4,2021,0.0
Республика Хакасия,23.52.10.130,СФО,4,2021,0.0
Томская область,23.52.10.130,СФО,4,2021,0.0
Курганская область,23.52.10.130,УФО,4,2021,0.0
Свердловская область,23.52.10.130,УФО,4,2021,2.1
Тюменская область,23.52.10.130,УФО,4,2021,
Челябинская область,23.52.10.130,УФО,4,2021,117.7
Белгородская область,23.52.10.130,ЦФО,4,2021,
Брянская область,23.52.10.130,ЦФО,4,2021,
Владимирская область,23.52.10.130,ЦФО,4,2021,
Воронежская область,23.52.10.130,ЦФО,4,2021,0.0
Ивановская область,23.52.10.130,ЦФО,4,2021,
Калужская область,23.52.10.130,ЦФО,4,2021,
Костромская область,23.52.10.130,ЦФО,4,2021,0.0
Курская область,23.52.10.130,ЦФО,4,2021,
Липецкая область,23.52.10.130,ЦФО,4,2021,
Москва,23.52.10.130,ЦФО,4,2021,0.0
Московская область,23.52.10.130,ЦФО,4,2021,0.0
Орловская область,23.52.10.130,ЦФО,4,2021,
Рязанская область,23.52.10.130,ЦФО,4,2021,
Смоленская область,23.52.10.130,ЦФО,4,2021,0.0
Тамбовская область,23.52.10.130,ЦФО,4,2021,0.0
Тверская область,23.52.10.130,ЦФО,4,2021,
Тульская область,23.52.10.130,ЦФО,4,2021,
Ярославская область,23.52.10.130,ЦФО,4,2021,0.0
Астраханская область,23.52.10.130,ЮФО,4,2021,0.0
Волгоградская область,23.52.10.130,ЮФО,4,2021,
Краснодарский край,23.52.10.130,ЮФО,4,2021,
Республика Адыгея,23.52.10.130,ЮФО,4,2021,0.0
Республика Калмыкия,23.52.10.130,ЮФО,4,2021,0.0
Республика Крым,23.52.10.130,ЮФО,4,2021,0.0
Ростовская область,23.52.10.130,ЮФО,4,2021,
Севастополь,23.52.10.130,ЮФО,4,2021,0.0
Амурская область,23.52.10.110,ДВФО,5,2021,0.0
Еврейская автономная область,23.52.10.110,ДВФО,5,2021,
Камчатский край,23.52.10.110,ДВФО,5,2021,0.0
Магаданская область,23.52.10.110,ДВФО,5,2021,0.0
Приморский край,23.52.10.110,ДВФО,5,2021,0.019
Республика Саха (Якутия),23.52.10.110,ДВФО,5,2021,0.0
Сахалинская область,23.52.10.110,ДВФО,5,2021,
Хабаровский край,23.52.10.110,ДВФО,5,2021,
Кировская область,23.52.10.110,ПФО,5,2021,
Нижегородская область,23.52.10.110,ПФО,5,2021,3.707
Оренбургская область,23.52.10.110,ПФО,5,2021,19.66
Пензенская область,23.52.10.110,ПФО,5,2021,
Пермский край,23.52.10.110,ПФО,5,2021,5.9
Республика Башкортостан,23.52.10.110,ПФО,5,2021,127.442
Республика Марий Эл,23.52.10.110,ПФО,5,2021,1.5
Республика Мордовия,23.52.10.110,ПФО,5,2021,1.8
Республика Татарстан,23.52.10.110,ПФО,5,2021,1.7
Самарская область,23.52.10.110,ПФО,5,2021,3.4
Саратовская область,23.52.10.110,ПФО,5,2021,10.5
Удмуртская Республика,23.52.10.110,ПФО,5,2021,2.4
Ульяновская область,23.52.10.110,ПФО,5,2021,7.7
Чувашская Республика,23.52.10.110,ПФО,5,2021,
Архангельская область,23.52.10.110,СЗФО,5,2021,14.1
Вологодская область,23.52.10.110,СЗФО,5,2021,0.0
Калининградская область,23.52.10.110,СЗФО,5,2021,0.0
Ленинградская область,23.52.10.110,СЗФО,5,2021,
Мурманская область,23.52.10.110,СЗФО,5,2021,0.0
Новгородская область,23.52.10.110,СЗФО,5,2021,2.435
Псковская область,23.52.10.110,СЗФО,5,2021,
Республика Карелия,23.52.10.110,СЗФО,5,2021,0.0
Республика Коми,23.52.10.110,СЗФО,5,2021,8.7
Санкт-Петербург,23.52.10.110,СЗФО,5,2021,1.9
Кабардино-Балкарская Республика,23.52.10.110,СКФО,5,2021,0.0
Карачаево-Черкесская Республика,23.52.10.110,СКФО,5,2021,5.8
Республика Дагестан,23.52.10.110,СКФО,5,2021,1.45
