Субъект,Код ОКПД-2,Округ,Месяц,Год,Значение
Санкт-Петербург,23.52.10.130,СЗФО,1,2022,0.0
Кабардино-Балкарская Республика,23.52.10.130,СКФО,1,2022,0.0
Карачаево-Черкесская Республика,23.52.10.130,СКФО,1,2022,
Республика Дагестан,23.52.10.130,СКФО,1,2022,0.0
Республика Ингушетия,23.52.10.130,СКФО,1,2022,0.0
Республика Северная Осетия-Алания,23.52.10.130,СКФО,1,2022,0.0
Ставропольский край,23.52.10.130,СКФО,1,2022,0.0
Чеченская Республика,23.52.10.130,СКФО,1,2022,0.0
Алтайский край,23.52.10.130,СФО,1,2022,
Забайкальский край,23.52.10.130,ДВФО,1,2022,0.0
Иркутская область,23.52.10.130,СФО,1,2022,0.0
Кемеровская область,23.52.10.130,СФО,1,2022,
Красноярский край,23.52.10.130,СФО,1,2022,
Новосибирская область,23.52.10.130,СФО,1,2022,0.0
Омская область,23.52.10.130,СФО,1,2022,0.0
Республика Алтай,23.52.10.130,СФО,1,2022,0.0
Республика Бурятия,23.52.10.130,ДВФО,1,2022,0.0
Республика Тыва,23.52.10.130,СФО,1,2022,0.0
Республика Хакасия,23.52.10.130,СФО,1,2022,0.0
Томская область,23.52.10.130,СФО,1,2022,0.0
Курганская область,23.52.10.130,УФО,1,2022,0.0
Свердловская область,23.52.10.130,УФО,1,2022,2.2
Тюменская область,23.52.10.130,УФО,1,2022,
Челябинская область,23.52.10.130,УФО,1,2022,123.0
Белгородская область,23.52.10.130,ЦФО,1,2022,
Брянская область,23.52.10.130,ЦФО,1,2022,
Владимирская область,23.52.10.130,ЦФО,1,2022,
Воронежская область,23.52.10.130,ЦФО,1,2022,0.0
Ивановская область,23.52.10.130,ЦФО,1,2022,
Калужская область,23.52.10.130,ЦФО,1,2022,
Костромская область,23.52.10.130,ЦФО,1,2022,0.0
Курская область,23.52.10.130,ЦФО,1,2022,
Липецкая область,23.52.10.130,ЦФО,1,2022,
Москва,23.52.10.130,ЦФО,1,2022,0.0
Московская область,23.52.10.130,ЦФО,1,2022,0.0
Орловская область,23.52.10.130,ЦФО,1,2022,
Рязанская область,23.52.10.130,ЦФО,1,2022,
Смоленская область,23.52.10.130,ЦФО,1,2022,0.0
Тамбовская область,23.52.10.130,ЦФО,1,2022,0.0
Тверская область,23.52.10.130,ЦФО,1,2022,
Тульская область,23.52.10.130,ЦФО,1,2022,
Ярославская область,23.52.10.130,ЦФО,1,2022,0.0
Астраханская область,23.52.10.130,ЮФО,1,2022,0.0
Волгоградская область,23.52.10.130,ЮФО,1,2022,
Краснодарский край,23.52.10.130,ЮФО,1,2022,
Республика Адыгея,23.52.10.130,ЮФО,1,2022,0.0
Республика Калмыкия,23.52.10.130,ЮФО,1,2022,0.0
Республика Крым,23.52.10.130,ЮФО,1,2022,0.0
Ростовская область,23.52.10.130,ЮФО,1,2022,
Севастополь,23.52.10.130,ЮФО,1,2022,0.0
Амурская область,23.52.10.110,ДВФО,2,2022,0.0
Еврейская автономная область,23.52.10.110,ДВФО,2,2022,
Камчатский край,23.52.10.110,ДВФО,2,2022,0.0
Магаданская область,23.52.10.110,ДВФО,2,2022,0.0
Приморский край,23.52.10.110,ДВФО,2,2022,0.015
Республика Саха (Якутия),23.52.10.110,ДВФО,2,2022,0.0
Сахалинская область,23.52.10.110,ДВФО,2,2022,
Хабаровский край,23.52.10.110,ДВФО,2,2022,3.2
Кировская область,23.52.10.110,ПФО,2,2022,
Нижегородская область,23.52.10.110,ПФО,2,2022,2.712
Оренбургская область,23.52.10.110,ПФО,2,2022,21.49
Пензенская область,23.52.10.110,ПФО,2,2022,
Пермский край,23.52.10.110,ПФО,2,2022,5.77
Республика Башкортостан,23.52.10.110,ПФО,2,2022,130.548
Республика Марий Эл,23.52.10.110,ПФО,2,2022,2.2
Республика Мордовия,23.52.10.110,ПФО,2,2022,1.7
Республика Татарстан,23.52.10.110,ПФО,2,2022,
Самарская область,23.52.10.110,ПФО,2,2022,2.1
Саратовская область,23.52.10.110,ПФО,2,2022,7.9
Удмуртская Республика,23.52.10.110,ПФО,2,2022,1.538
Ульяновская область,23.52.10.110,ПФО,2,2022,4.339
Чувашская Республика,23.52.10.110,ПФО,2,2022,
Архангельская область,23.52.10.110,СЗФО,2,2022,14.1
Вологодская область,23.52.10.110,СЗФО,2,2022,0.0
Калининградская область,23.52.10.110,СЗФО,2,2022,0.0
Ленинградская область,23.52.10.110,СЗФО,2,2022,
Мурманская область,23.52.10.110,СЗФО,2,2022,0.0
Новгородская область,23.52.10.110,СЗФО,2,2022,7.854
Псковская область,23.52.10.110,СЗФО,2,2022,
Республика Карелия,23.52.10.110,СЗФО,2,2022,0.0
Республика Коми,23.52.10.110,СЗФО,2,2022,2.9
Санкт-Петербург,23.52.10.110,СЗФО,2,2022,7.904
Кабардино-Балкарская Республика,23.52.10.110,СКФО,2,2022,0.0
Карачаево-Черкесская Республика,23.52.10.110,СКФО,2,2022,5.5
Республика Дагестан,23.52.10.110,СКФО,2,2022,0.32
Республика Ингушетия,23.52.10.110,СКФО,2,2022,0.0
Республика Северная Осетия-Алания,23.52.10.110,СКФО,2,2022,
Ставропольский край,23.52.10.110,СКФО,2,2022,0.0
Чеченская Республика,23.52.10.110,СКФО,2,2022,
Алтайский край,23.52.10.110,СФО,2,2022,2.6
Забайкальский край,23.52.10.110,ДВФО,2,2022,
Иркутская область,23.52.10.110,СФО,2,2022,0.1
Кемеровская область,23.52.10.110,СФО,2,2022,43.5
Красноярский край,23.52.10.110,СФО,2,2022,13.6
Новосибирская область,23.52.10.110,СФО,2,2022,17.7
Омская область,23.52.10.110,СФО,2,2022,0.0
Республика Алтай,23.52.10.110,СФО,2,2022,
Республика Бурятия,23.52.10.110,ДВФО,2,2022,0.011
Республика Тыва,23.52.10.110,СФО,2,2022,
Республика Хакасия,23.52.10.110,СФО,2,2022,0.0
Томская область,23.52.10.110,СФО,2,2022,0.0
Курганская область,23.52.10.110,УФО,2,2022,0.0
Свердловская область,23.52.10.110,УФО,2,2022,29.0
Тюменская область,23.52.10.110,УФО,2,2022,
Челябинская область,23.52.10.110,УФО,2,2022,27.8
Белгородская область,23.52.10.110,ЦФО,2,2022,31.762
Брянская область,23.52.10.110,ЦФО,2,2022,26.9
Владимирская область,23.52.10.110,ЦФО,2,2022,4.0
Воронежская область,23.52.10.110,ЦФО,2,2022,25.9
Ивановская область,23.52.10.110,ЦФО,2,2022,1.1
Калужская область,23.52.10.110,ЦФО,2,2022,11.8
Костромская область,23.52.10.110,ЦФО,2,2022,16.0
Курская область,23.52.10.110,ЦФО,2,2022,
Липецкая область,23.52.10.110,ЦФО,2,2022,126.0
Москва,23.52.10.110,ЦФО,2,2022,0.0
Московская область,23.52.10.110,ЦФО,2,2022,
Орловская область,23.52.10.110,ЦФО,2,2022,
Рязанская область,23.52.10.110,ЦФО,2,2022,
Смоленская область,23.52.10.110,ЦФО,2,2022,0.0
Тамбовская область,23.52.10.110,ЦФО,2,2022,
Тверская область,23.52.10.110,ЦФО,2,2022,0.5
Тульская область,23.52.10.110,ЦФО,2,2022,16.4
Ярославская область,23.52.10.110,ЦФО,2,2022,0.0
Астраханская область,23.52.10.110,ЮФО,2,2022,0.0
Волгоградская область,23.52.10.110,ЮФО,2,2022,2.0
Краснодарский край,23.52.10.110,ЮФО,2,2022,8.397
Республика Адыгея,23.52.10.110,ЮФО,2,2022,
Республика Калмыкия,23.52.10.110,ЮФО,2,2022,0.0
Республика Крым,23.52.10.110,ЮФО,2,2022,30.5
Ростовская область,23.52.10.110,ЮФО,2,2022,24.225
Севастополь,23.52.10.110,ЮФО,2,2022,0.0
Амурская область,23.52.10.120,ДВФО,2,2022,
Еврейская автономная область,23.52.10.120,ДВФО,2,2022,0.0
Камчатский край,23.52.10.120,ДВФО,2,2022,0.0
Магаданская область,23.52.10.120,ДВФО,2,2022,0.0
Приморский край,23.52.10.120,ДВФО,2,2022,
Республика Саха (Якутия),23.52.10.120,ДВФО,2,2022,0.0
Сахалинская область,23.52.10.120,ДВФО,2,2022,0.0
Хабаровский край,23.52.10.120,ДВФО,2,2022,0.0
Кировская область,23.52.10.120,ПФО,2,2022,0.0
Нижегородская область,23.52.10.120,ПФО,2,2022,0.271
Оренбургская область,23.52.10.120,ПФО,2,2022,0.0
Пензенская область,23.52.10.120,ПФО,2,2022,0.0
Пермский край,23.52.10.120,ПФО,2,2022,0.017
Республика Башкортостан,23.52.10.120,ПФО,2,2022,
Республика Марий Эл,23.52.10.120,ПФО,2,2022,0.0
Республика Мордовия,23.52.10.120,ПФО,2,2022,0.0
Республика Татарстан,23.52.10.120,ПФО,2,2022,0.0
Самарская область,23.52.10.120,ПФО,2,2022,0.0
Саратовская область,23.52.10.120,ПФО,2,2022,0.6
Удмуртская Республика,23.52.10.120,ПФО,2,2022,0.0
Ульяновская область,23.52.10.120,ПФО,2,2022,0.0
Чувашская Республика,23.52.10.120,ПФО,2,2022,0.8
Архангельская область,23.52.10.120,СЗФО,2,2022,0.0
Вологодская область,23.52.10.120,СЗФО,2,2022,
Калининградская область,23.52.10.120,СЗФО,2,2022,0.0
Ленинградская область,23.52.10.120,СЗФО,2,2022,0.0
Мурманская область,23.52.10.120,СЗФО,2,2022,0.0
Новгородская область,23.52.10.120,СЗФО,2,2022,1.49
Псковская область,23.52.10.120,СЗФО,2,2022,0.0
Республика Карелия,23.52.10.120,СЗФО,2,2022,0.0
Республика Коми,23.52.10.120,СЗФО,2,2022,0.0
Санкт-Петербург,23.52.10.120,СЗФО,2,2022,0.308
Кабардино-Балкарская Республика,23.52.10.120,СКФО,2,2022,0.0
Карачаево-Черкесская Республика,23.52.10.120,СКФО,2,2022,
Республика Дагестан,23.52.10.120,СКФО,2,2022,
Республика Ингушетия,23.52.10.120,СКФО,2,2022,0.0
Республика Северная Осетия-Алания,23.52.10.120,СКФО,2,2022,0.0
Ставропольский край,23.52.10.120,СКФО,2,2022,0.0
Чеченская Республика,23.52.10.120,СКФО,2,2022,
Алтайский край,23.52.10.120,СФО,2,2022,
Забайкальский край,23.52.10.120,ДВФО,2,2022,0.0
Иркутская область,23.52.10.120,СФО,2,2022,
Кемеровская область,23.52.10.120,СФО,2,2022,
Красноярский край,23.52.10.120,СФО,2,2022,0.1
Новосибирская область,23.52.10.120,СФО,2,2022,3.328
Омская область,23.52.10.120,СФО,2,2022,0.0
Республика Алтай,23.52.10.120,СФО,2,2022,0.0
Республика Бурятия,23.52.10.120,ДВФО,2,2022,
Республика Тыва,23.52.10.120,СФО,2,2022,0.0
Республика Хакасия,23.52.10.120,СФО,2,2022,0.0
Томская область,23.52.10.120,СФО,2,2022,0.0
Курганская область,23.52.10.120,УФО,2,2022,
Свердловская область,23.52.10.120,УФО,2,2022,1.1
Тюменская область,23.52.10.120,УФО,2,2022,0.0
Челябинская область,23.52.10.120,УФО,2,2022,1.8
Белгородская область,23.52.10.120,ЦФО,2,2022,2.755
Брянская область,23.52.10.120,ЦФО,2,2022,0.0
Владимирская область,23.52.10.120,ЦФО,2,2022,2.2
Воронежская область,23.52.10.120,ЦФО,2,2022,3.0
Ивановская область,23.52.10.120,ЦФО,2,2022,0.0
Калужская область,23.52.10.120,ЦФО,2,2022,1.2
Костромская область,23.52.10.120,ЦФО,2,2022,0.0
Курская область,23.52.10.120,ЦФО,2,2022,0.0
Липецкая область,23.52.10.120,ЦФО,2,2022,0.1
Москва,23.52.10.120,ЦФО,2,2022,0.0
Московская область,23.52.10.120,ЦФО,2,2022,0.0
Орловская область,23.52.10.120,ЦФО,2,2022,
Рязанская область,23.52.10.120,ЦФО,2,2022,0.0
Смоленская область,23.52.10.120,ЦФО,2,2022,0.0
Тамбовская область,23.52.10.120,ЦФО,2,2022,0.0
Тверская область,23.52.10.120,ЦФО,2,2022,
Тульская область,23.52.10.120,ЦФО,2,2022,0.0
Ярославская область,23.52.10.120,ЦФО,2,2022,0.0
Астраханская область,23.52.10.120,ЮФО,2,2022,0.0
Волгоградская область,23.52.10.120,ЮФО,2,2022,0.0
Краснодарский край,23.52.10.120,ЮФО,2,2022,0.05
Республика Адыгея,23.52.10.120,ЮФО,2,2022,0.0
Республика Калмыкия,23.52.10.120,ЮФО,2,2022,0.0
Республика Крым,23.52.10.120,ЮФО,2,2022,
Ростовская область,23.52.10.120,ЮФО,2,2022,0.025
Севастополь,23.52.10.120,ЮФО,2,2022,0.0
Амурская область,23.52.10.130,ДВФО,2,2022,0.0
Еврейская автономная область,23.52.10.130,ДВФО,2,2022,0.0
Камчатский край,23.52.10.130,ДВФО,2,2022,0.0
Магаданская область,23.52.10.130,ДВФО,2,2022,0.0
Приморский край,23.52.10.130,ДВФО,2,2022,
Республика Саха (Якутия),23.52.10.130,ДВФО,2,2022,0.0
Сахалинская область,23.52.10.130,ДВФО,2,2022,0.0
Хабаровский край,23.52.10.130,ДВФО,2,2022,3.4333333333333336
Кировская область,23.52.10.130,ПФО,2,2022,0.0
Нижегородская область,23.52.10.130,ПФО,2,2022,2.1
Оренбургская область,23.52.10.130,ПФО,2,2022,
Пензенская область,23.52.10.130,ПФО,2,2022,
Пермский край,23.52.10.130,ПФО,2,2022,30.7
Республика Башкортостан,23.52.10.130,ПФО,2,2022,
Республика Марий Эл,23.52.10.130,ПФО,2,2022,
Республика Мордовия,23.52.10.130,ПФО,2,2022,
Республика Татарстан,23.52.10.130,ПФО,2,2022,2.346
Самарская область,23.52.10.130,ПФО,2,2022,
Саратовская область,23.52.10.130,ПФО,2,2022,0.0
Удмуртская Республика,23.52.10.130,ПФО,2,2022,
Ульяновская область,23.52.10.130,ПФО,2,2022,
Чувашская Республика,23.52.10.130,ПФО,2,2022,
Архангельская область,23.52.10.130,СЗФО,2,2022,
Вологодская область,23.52.10.130,СЗФО,2,2022,51.5
Калининградская область,23.52.10.130,СЗФО,2,2022,0.0
Ленинградская область,23.52.10.130,СЗФО,2,2022,4.0
Мурманская область,23.52.10.130,СЗФО,2,2022,0.0
Новгородская область,23.52.10.130,СЗФО,2,2022,0.0
Псковская область,23.52.10.130,СЗФО,2,2022,0.0
Республика Карелия,23.52.10.130,СЗФО,2,2022,0.0
Республика Коми,23.52.10.130,СЗФО,2,2022,
Санкт-Петербург,23.52.10.130,СЗФО,2,2022,0.0
Кабардино-Балкарская Республика,23.52.10.130,СКФО,2,2022,0.0
Карачаево-Черкесская Республика,23.52.10.130,СКФО,2,2022,
Республика Дагестан,23.52.10.130,СКФО,2,2022,0.0
Республика Ингушетия,23.52.10.130,СКФО,2,2022,0.0
Республика Северная Осетия-Алания,23.52.10.130,СКФО,2,2022,0.0
Ставропольский край,23.52.10.130,СКФО,2,2022,0.0
Чеченская Республика,23.52.10.130,СКФО,2,2022,0.0
Алтайский край,23.52.10.130,СФО,2,2022,
Забайкальский край,23.52.10.130,ДВФО,2,2022,0.0
Иркутская область,23.52.10.130,СФО,2,2022,0.0
Кемеровская область,23.52.10.130,СФО,2,2022,
Красноярский край,23.52.10.130,СФО,2,2022,
Новосибирская область,23.52.10.130,СФО,2,2022,0.0
Омская область,23.52.10.130,СФО,2,2022,0.0
Республика Алтай,23.52.10.130,СФО,2,2022,0.0
Республика Бурятия,23.52.10.130,ДВФО,2,2022,0.0
Республика Тыва,23.52.10.130,СФО,2,2022,0.0
Республика Хакасия,23.52.10.130,СФО,2,2022,0.0
Томская область,23.52.10.130,СФО,2,2022,0.0
Курганская область,23.52.10.130,УФО,2,2022,0.0
Свердловская область,23.52.10.130,УФО,2,2022,1.9
Тюменская область,23.52.10.130,УФО,2,2022,
Челябинская область,23.52.10.130,УФО,2,2022,109.9
Белгородская область,23.52.10.130,ЦФО,2,2022,
Брянская область,23.52.10.130,ЦФО,2,2022,
Владимирская область,23.52.10.130,ЦФО,2,2022,
Воронежская область,23.52.10.130,ЦФО,2,2022,0.0
Ивановская область,23.52.10.130,ЦФО,2,2022,
Калужская область,23.52.10.130,ЦФО,2,2022,
Костромская область,23.52.10.130,ЦФО,2,2022,0.0
Курская область,23.52.10.130,ЦФО,2,2022,
Липецкая область,23.52.10.130,ЦФО,2,2022,
Москва,23.52.10.130,ЦФО,2,2022,0.0
Московская область,23.52.10.130,ЦФО,2,2022,0.0
Орловская область,23.52.10.130,ЦФО,2,2022,
Рязанская область,23.52.10.130,ЦФО,2,2022,
Смоленская область,23.52.10.130,ЦФО,2,2022,0.0
Тамбовская область,23.52.10.130,ЦФО,2,2022,0.0
Тверская область,23.52.10.130,ЦФО,2,2022,
Тульская область,23.52.10.130,ЦФО,2,2022,
Ярославская область,23.52.10.130,ЦФО,2,2022,0.0
Астраханская область,23.52.10.130,ЮФО,2,2022,0.0
Волгоградская область,23.52.10.130,ЮФО,2,2022,
Краснодарский край,23.52.10.130,ЮФО,2,2022,
Республика Адыгея,23.52.10.130,ЮФО,2,2022,0.0
Республика Калмыкия,23.52.10.130,ЮФО,2,2022,0.0
Республика Крым,23.52.10.130,ЮФО,2,2022,0.0
Ростовская область,23.52.10.130,ЮФО,2,2022,
Севастополь,23.52.10.130,ЮФО,2,2022,0.0
Амурская область,23.52.10.110,ДВФО,3,2022,0.0
Еврейская автономная область,23.52.10.110,ДВФО,3,2022,
Камчатский край,23.52.10.110,ДВФО,3,2022,0.0
Магаданская область,23.52.10.110,ДВФО,3,2022,0.0
Приморский край,23.52.10.110,ДВФО,3,2022,0.015
Республика Саха (Якутия),23.52.10.110,ДВФО,3,2022,0.0
Сахалинская область,23.52.10.110,ДВФО,3,2022,
Хабаровский край,23.52.10.110,ДВФО,3,2022,
Кировская область,23.52.10.110,ПФО,3,2022,
Нижегородская область,23.52.10.110,ПФО,3,2022,3.847
Оренбургская область,23.52.10.110,ПФО,3,2022,24.206
Пензенская область,23.52.10.110,ПФО,3,2022,
Пермский край,23.52.10.110,ПФО,3,2022,6.55
Республика Башкортостан,23.52.10.110,ПФО,3,2022,148.49
Республика Марий Эл,23.52.10.110,ПФО,3,2022,3.0
Республика Мордовия,23.52.10.110,ПФО,3,2022,2.8
Республика Татарстан,23.52.10.110,ПФО,3,2022,0.55
Самарская область,23.52.10.110,ПФО,3,2022,2.9
Саратовская область,23.52.10.110,ПФО,3,2022,9.4
Удмуртская Республика,23.52.10.110,ПФО,3,2022,1.721
Ульяновская область,23.52.10.110,ПФО,3,2022,4.247
Чувашская Республика,23.52.10.110,ПФО,3,2022,
Архангельская область,23.52.10.110,СЗФО,3,2022,14.8
Вологодская область,23.52.10.110,СЗФО,3,2022,0.0
Калининградская область,23.52.10.110,СЗФО,3,2022,0.0
Ленинградская область,23.52.10.110,СЗФО,3,2022,
Мурманская область,23.52.10.110,СЗФО,3,2022,0.0
Новгородская область,23.52.10.110,СЗФО,3,2022,9.637
Псковская область,23.52.10.110,СЗФО,3,2022,
Республика Карелия,23.52.10.110,СЗФО,3,2022,0.0
Республика Коми,23.52.10.110,СЗФО,3,2022,5.9
Санкт-Петербург,23.52.10.110,СЗФО,3,2022,5.39
Кабардино-Балкарская Республика,23.52.10.110,СКФО,3,2022,0.0
Карачаево-Черкесская Республика,23.52.10.110,СКФО,3,2022,6.5
Республика Дагестан,23.52.10.110,СКФО,3,2022,0.32
Республика Ингушетия,23.52.10.110,СКФО,3,2022,0.0
Республика Северная Осетия-Алания,23.52.10.110,СКФО,3,2022,
Ставропольский край,23.52.10.110,СКФО,3,2022,0.0
Чеченская Республика,23.52.10.110,СКФО,3,2022,
Алтайский край,23.52.10.110,СФО,3,2022,2.4
Забайкальский край,23.52.10.110,ДВФО,3,2022,
Иркутская область,23.52.10.110,СФО,3,2022,
Кемеровская область,23.52.10.110,СФО,3,2022,49.1
Красноярский край,23.52.10.110,СФО,3,2022,15.9
Новосибирская область,23.52.10.110,СФО,3,2022,19.8
Омская область,23.52.10.110,СФО,3,2022,0.0
Республика Алтай,23.52.10.110,СФО,3,2022,
Республика Бурятия,23.52.10.110,ДВФО,3,2022,0.011
Республика Тыва,23.52.10.110,СФО,3,2022,
Республика Хакасия,23.52.10.110,СФО,3,2022,0.0
Томская область,23.52.10.110,СФО,3,2022,0.0
Курганская область,23.52.10.110,УФО,3,2022,0.0
Свердловская область,23.52.10.110,УФО,3,2022,38.8
Тюменская область,23.52.10.110,УФО,3,2022,
Челябинская область,23.52.10.110,УФО,3,2022,32.9
Белгородская область,23.52.10.110,ЦФО,3,2022,34.03
Брянская область,23.52.10.110,ЦФО,3,2022,34.0
Владимирская область,23.52.10.110,ЦФО,3,2022,4.4
Воронежская область,23.52.10.110,ЦФО,3,2022,28.4
Ивановская область,23.52.10.110,ЦФО,3,2022,1.1
Калужская область,23.52.10.110,ЦФО,3,2022,12.4
Костромская область,23.52.10.110,ЦФО,3,2022,17.3
Курская область,23.52.10.110,ЦФО,3,2022,
Липецкая область,23.52.10.110,ЦФО,3,2022,147.3
Москва,23.52.10.110,ЦФО,3,2022,0.0
Московская область,23.52.10.110,ЦФО,3,2022,
Орловская область,23.52.10.110,ЦФО,3,2022,
Рязанская область,23.52.10.110,ЦФО,3,2022,
Смоленская область,23.52.10.110,ЦФО,3,2022,0.0
Тамбовская область,23.52.10.110,ЦФО,3,2022,
Тверская область,23.52.10.110,ЦФО,3,2022,0.8
Тульская область,23.52.10.110,ЦФО,3,2022,18.0
Ярославская область,23.52.10.110,ЦФО,3,2022,0.0
Астраханская область,23.52.10.110,ЮФО,3,2022,0.0
Волгоградская область,23.52.10.110,ЮФО,3,2022,3.3
Краснодарский край,23.52.10.110,ЮФО,3,2022,6.864
Республика Адыгея,23.52.10.110,ЮФО,3,2022,
Республика Калмыкия,23.52.10.110,ЮФО,3,2022,0.0
Республика Крым,23.52.10.110,ЮФО,3,2022,42.3
Ростовская область,23.52.10.110,ЮФО,3,2022,20.839
Севастополь,23.52.10.110,ЮФО,3,2022,0.0
Амурская область,23.52.10.120,ДВФО,3,2022,
Еврейская автономная область,23.52.10.120,ДВФО,3,2022,0.0
Камчатский край,23.52.10.120,ДВФО,3,2022,0.0
Магаданская область,23.52.10.120,ДВФО,3,2022,0.0
Приморский край,23.52.10.120,ДВФО,3,2022,
Республика Саха (Якутия),23.52.10.120,ДВФО,3,2022,0.0
Сахалинская область,23.52.10.120,ДВФО,3,2022,0.0
Хабаровский край,23.52.10.120,ДВФО,3,2022,0.0
Кировская область,23.52.10.120,ПФО,3,2022,0.0
Нижегородская область,23.52.10.120,ПФО,3,2022,0.572
Оренбургская область,23.52.10.120,ПФО,3,2022,0.0
Пензенская область,23.52.10.120,ПФО,3,2022,0.0
Пермский край,23.52.10.120,ПФО,3,2022,0.017
Республика Башкортостан,23.52.10.120,ПФО,3,2022,
Республика Марий Эл,23.52.10.120,ПФО,3,2022,0.0
Республика Мордовия,23.52.10.120,ПФО,3,2022,0.0
Республика Татарстан,23.52.10.120,ПФО,3,2022,0.0
Самарская область,23.52.10.120,ПФО,3,2022,0.0
Саратовская область,23.52.10.120,ПФО,3,2022,0.7
Удмуртская Республика,23.52.10.120,ПФО,3,2022,0.0
Ульяновская область,23.52.10.120,ПФО,3,2022,0.0
Чувашская Республика,23.52.10.120,ПФО,3,2022,1.0
Архангельская область,23.52.10.120,СЗФО,3,2022,0.0
Вологодская область,23.52.10.120,СЗФО,3,2022,
Калининградская область,23.52.10.120,СЗФО,3,2022,0.0
Ленинградская область,23.52.10.120,СЗФО,3,2022,0.0
Мурманская область,23.52.10.120,СЗФО,3,2022,0.0
Новгородская область,23.52.10.120,СЗФО,3,2022,0.975
Псковская область,23.52.10.120,СЗФО,3,2022,0.0
Республика Карелия,23.52.10.120,СЗФО,3,2022,0.0
Республика Коми,23.52.10.120,СЗФО,3,2022,0.0
Санкт-Петербург,23.52.10.120,СЗФО,3,2022,0.067
Кабардино-Балкарская Республика,23.52.10.120,СКФО,3,2022,0.0
Карачаево-Черкесская Республика,23.52.10.120,СКФО,3,2022,
Республика Дагестан,23.52.10.120,СКФО,3,2022,
Республика Ингушетия,23.52.10.120,СКФО,3,2022,0.0
Республика Северная Осетия-Алания,23.52.10.120,СКФО,3,2022,0.0
Ставропольский край,23.52.10.120,СКФО,3,2022,0.0
Чеченская Республика,23.52.10.120,СКФО,3,2022,
Алтайский край,23.52.10.120,СФО,3,2022,
Забайкальский край,23.52.10.120,ДВФО,3,2022,0.0
Иркутская область,23.52.10.120,СФО,3,2022,
Кемеровская область,23.52.10.120,СФО,3,2022,
Красноярский край,23.52.10.120,СФО,3,2022,0.1
Новосибирская область,23.52.10.120,СФО,3,2022,4.748
Омская область,23.52.10.120,СФО,3,2022,0.0
Республика Алтай,23.52.10.120,СФО,3,2022,0.0
Республика Бурятия,23.52.10.120,ДВФО,3,2022,
Республика Тыва,23.52.10.120,СФО,3,2022,0.0
Республика Хакасия,23.52.10.120,СФО,3,2022,0.0
Томская область,23.52.10.120,СФО,3,2022,0.0
Курганская область,23.52.10.120,УФО,3,2022,0.005
Свердловская область,23.52.10.120,УФО,3,2022,1.2
Тюменская область,23.52.10.120,УФО,3,2022,0.0
Челябинская область,23.52.10.120,УФО,3,2022,2.0
Белгородская область,23.52.10.120,ЦФО,3,2022,3.03
Брянская область,23.52.10.120,ЦФО,3,2022,0.0
Владимирская область,23.52.10.120,ЦФО,3,2022,2.4
Воронежская область,23.52.10.120,ЦФО,3,2022,3.2
Ивановская область,23.52.10.120,ЦФО,3,2022,0.0
Калужская область,23.52.10.120,ЦФО,3,2022,1.7
Костромская область,23.52.10.120,ЦФО,3,2022,0.0
Курская область,23.52.10.120,ЦФО,3,2022,0.0
Липецкая область,23.52.10.120,ЦФО,3,2022,0.1
Москва,23.52.10.120,ЦФО,3,2022,0.0
Московская область,23.52.10.120,ЦФО,3,2022,0.0
Орловская область,23.52.10.120,ЦФО,3,2022,
Рязанская область,23.52.10.120,ЦФО,3,2022,0.0
Смоленская область,23.52.10.120,ЦФО,3,2022,0.0
Тамбовская область,23.52.10.120,ЦФО,3,2022,0.0
Тверская область,23.52.10.120,ЦФО,3,2022,
Тульская область,23.52.10.120,ЦФО,3,2022,0.0
Ярославская область,23.52.10.120,ЦФО,3,2022,0.0
Астраханская область,23.52.10.120,ЮФО,3,2022,0.0
Волгоградская область,23.52.10.120,ЮФО,3,2022,0.0
Краснодарский край,23.52.10.120,ЮФО,3,2022,0.055
Республика Адыгея,23.52.10.120,ЮФО,3,2022,0.0
Республика Калмыкия,23.52.10.120,ЮФО,3,2022,0.0
Республика Крым,23.52.10.120,ЮФО,3,2022,0.04
Ростовская область,23.52.10.120,ЮФО,3,2022,0.004
Севастополь,23.52.10.120,ЮФО,3,2022,0.0
Амурская область,23.52.10.130,ДВФО,3,2022,0.0
Еврейская автономная область,23.52.10.130,ДВФО,3,2022,0.0
Камчатский край,23.52.10.130,ДВФО,3,2022,0.0
Магаданская область,23.52.10.130,ДВФО,3,2022,0.0
Приморский край,23.52.10.130,ДВФО,3,2022,
Республика Саха (Якутия),23.52.10.130,ДВФО,3,2022,0.0
Сахалинская область,23.52.10.130,ДВФО,3,2022,0.0
Хабаровский край,23.52.10.130,ДВФО,3,2022,3.8
Кировская область,23.52.10.130,ПФО,3,2022,0.0
Нижегородская область,23.52.10.130,ПФО,3,2022,2.5
Оренбургская область,23.52.10.130,ПФО,3,2022,
Пензенская область,23.52.10.130,ПФО,3,2022,
Пермский край,23.52.10.130,ПФО,3,2022,45.0
Республика Башкортостан,23.52.10.130,ПФО,3,2022,
Республика Марий Эл,23.52.10.130,ПФО,3,2022,
Республика Мордовия,23.52.10.130,ПФО,3,2022,
Республика Татарстан,23.52.10.130,ПФО,3,2022,2.395
Самарская область,23.52.10.130,ПФО,3,2022,
Саратовская область,23.52.10.130,ПФО,3,2022,0.0
Удмуртская Республика,23.52.10.130,ПФО,3,2022,
Ульяновская область,23.52.10.130,ПФО,3,2022,
